,SUV,pickup truck,sedan,hatchback,convertible,coupe,roadster,van,firetruck,garbagetruck,mailtruck,trailertruck
356_WEST_60TH_STREET,0,0,1,0,0,0,0,0,0,0,0,0
356_WEST_74TH_STREET,0,0,0,0,0,0,0,1,0,0,0,0
356_WEST_75TH_STREET,0,0,0,0,0,2,0,0,0,0,0,0
358_WEST_74TH_STREET,0,0,0,0,0,0,0,1,0,0,0,0
360_WEST_NORMAL_PARKWAY,0,0,1,0,0,0,0,0,0,0,0,0
3_EAST_59TH_STREET,0,0,0,0,0,0,0,1,0,0,1,0
400_WEST_58TH_STREET,1,0,2,0,0,0,0,0,0,0,0,0
400_WEST_71ST_STREET,0,1,1,0,0,0,0,0,0,0,0,0
401_WEST_57TH_PLACE,1,0,1,0,0,0,0,0,0,0,0,0
402_WEST_71ST_STREET,0,1,1,0,0,0,0,0,0,0,0,0
403_WEST_57TH_PLACE,1,0,1,0,0,0,0,0,0,0,0,0
403_WEST_57TH_STREET,1,0,1,0,0,0,0,0,0,0,0,0
403_WEST_60TH_STREET,0,0,1,0,0,0,0,0,0,0,0,0
404_WEST_57TH_PLACE,1,0,1,0,0,0,0,0,0,0,0,0
404_WEST_71ST_STREET,0,1,1,0,0,0,0,0,0,0,0,0
405_WEST_60TH_STREET,0,0,1,0,0,0,0,0,0,0,0,0
406_WEST_71ST_STREET,0,1,1,0,0,0,0,0,0,0,0,0
407_WEST_63RD_STREET,3,0,0,0,0,0,0,1,0,0,0,0
408_WEST_57TH_PLACE,1,0,0,0,1,0,0,0,0,0,0,0
408_WEST_71ST_STREET,0,1,1,0,0,0,0,0,0,0,0,0
410_WEST_56TH_STREET,1,0,0,0,0,0,0,0,0,0,0,0
410_WEST_57TH_PLACE,0,1,1,0,0,0,0,0,0,0,1,0
410_WEST_58TH_STREET,2,0,0,1,0,0,0,0,2,0,0,0
410_WEST_61ST_PLACE,0,0,2,0,0,0,0,0,0,0,0,0
410_WEST_66TH_PLACE,1,0,0,0,0,0,0,0,0,0,0,0
410_WEST_ENGLEWOOD_AVENUE,2,0,1,0,0,0,0,0,0,0,0,0
411_WEST_56TH_STREET,0,1,0,0,0,0,0,1,1,0,1,0
411_WEST_60TH_STREET,0,0,1,0,0,0,0,0,0,0,0,0
411_WEST_61ST_STREET,1,0,0,0,0,1,0,0,0,0,0,0
411_WEST_ENGLEWOOD_AVENUE,0,0,2,0,0,0,0,0,0,0,0,0
412_WEST_56TH_STREET,1,0,0,0,0,0,0,0,0,0,0,0
412_WEST_57TH_PLACE,1,0,0,0,1,0,0,0,0,0,0,0
412_WEST_58TH_STREET,2,0,0,1,0,0,0,0,2,0,0,0
412_WEST_60TH_STREET,0,0,1,0,0,0,0,0,0,0,0,0
412_WEST_71ST_STREET,0,1,1,0,0,0,0,0,0,0,0,0
413_WEST_57TH_PLACE,0,1,1,0,0,0,0,0,0,0,1,0
414_WEST_58TH_STREET,2,0,0,1,0,0,0,0,2,0,0,0
414_WEST_60TH_STREET,0,0,1,0,0,0,0,0,0,0,0,0
414_WEST_ENGLEWOOD_AVENUE,2,1,0,0,0,0,0,0,0,0,0,0
415_WEST_57TH_PLACE,0,1,1,0,0,0,0,0,0,0,1,0
415_WEST_61ST_STREET,1,0,0,0,0,1,0,0,0,0,0,0
415_WEST_62ND_STREET,2,0,0,0,0,0,0,0,0,0,0,0
415_WEST_70TH_STREET,1,0,1,0,0,0,0,0,0,0,0,0
415_WEST_ENGLEWOOD_AVENUE,0,0,1,0,0,0,0,0,0,0,0,0
416_WEST_57TH_PLACE,1,0,0,1,0,0,0,0,0,0,0,0
416_WEST_57TH_STREET,1,0,0,1,0,0,0,0,0,0,0,0
417_WEST_61ST_STREET,1,0,0,0,0,1,0,0,0,0,0,0
418_WEST_57TH_PLACE,1,0,0,0,0,0,0,0,0,0,0,0
418_WEST_60TH_STREET,0,0,1,0,0,0,0,0,0,0,0,0
418_WEST_61ST_PLACE,0,3,1,0,0,0,0,0,0,0,0,0
418_WEST_66TH_STREET,1,0,0,0,0,0,0,0,0,0,0,0
419_WEST_57TH_STREET,1,0,0,1,0,0,0,0,0,0,0,0
419_WEST_63RD_STREET,3,0,0,0,0,0,0,1,0,0,0,0
420_WEST_57TH_STREET,1,0,0,0,0,0,0,0,0,0,0,0
420_WEST_59TH_STREET,0,0,0,0,1,1,0,0,0,0,0,0
420_WEST_66TH_STREET,0,0,1,1,0,0,0,0,0,0,0,1
420_WEST_NORMAL_PARKWAY,0,1,2,0,0,0,0,0,0,0,0,0
421_WEST_61ST_PLACE,2,1,0,0,0,0,0,0,0,0,0,0
422_WEST_61ST_PLACE,2,1,0,0,0,0,0,0,0,0,0,0
422_WEST_62ND_STREET,2,0,0,0,0,0,0,0,0,0,0,0
422_WEST_ENGLEWOOD_AVENUE,2,0,1,0,0,0,0,0,0,0,0,0
423_WEST_60TH_STREET,0,0,1,0,0,0,0,0,0,0,0,0
423_WEST_62ND_STREET,2,0,0,0,0,0,0,0,0,0,0,0
423_WEST_ENGLEWOOD_AVENUE,1,0,1,0,0,0,0,0,0,0,0,0
424_WEST_57TH_STREET,0,0,1,1,0,1,0,0,0,0,0,0
424_WEST_59TH_STREET,0,0,0,0,1,1,0,0,0,0,0,0
425_WEST_66TH_STREET,2,1,0,0,0,0,0,0,0,0,0,0
425_WEST_GARFIELD_BOULEVARD,0,0,1,0,0,0,0,0,0,0,0,0
426_WEST_61ST_PLACE,0,0,0,0,0,0,0,2,0,0,0,0
426_WEST_ENGLEWOOD_AVENUE,0,0,1,0,0,0,1,0,0,0,0,0
426_WEST_NORMAL_PARKWAY,0,0,1,0,0,0,0,0,0,0,0,0
427_WEST_60TH_STREET,2,1,0,1,0,0,0,0,0,0,0,0
427_WEST_61ST_PLACE,0,0,0,0,0,0,0,2,0,0,0,0
427_WEST_66TH_STREET,2,1,0,0,0,0,0,0,0,0,0,0
427_WEST_ENGLEWOOD_AVENUE,1,0,0,0,0,0,1,0,0,0,0,0
428_WEST_57TH_STREET,2,0,0,0,0,0,0,0,0,0,0,0
428_WEST_59TH_STREET,0,0,0,1,0,0,0,0,0,2,0,0
428_WEST_NORMAL_PARKWAY,0,0,1,0,0,0,0,0,0,0,0,0
429_WEST_57TH_STREET,1,0,2,0,0,0,0,0,0,0,0,0
429_WEST_65TH_PLACE,0,0,1,0,0,0,0,0,0,0,0,0
429_WEST_66TH_STREET,0,2,0,1,0,0,0,1,0,0,0,0
42_WEST_61ST_STREET,1,0,0,0,0,0,0,0,0,0,0,0
430_WEST_57TH_STREET,2,0,0,0,0,0,0,0,0,0,0,0
430_WEST_65TH_PLACE,0,0,1,0,0,0,0,0,0,0,0,0
431_WEST_60TH_STREET,0,0,1,0,0,0,0,0,0,0,0,0
431_WEST_61ST_PLACE,0,0,1,0,0,0,0,0,0,0,0,0
431_WEST_66TH_STREET,2,0,0,0,0,0,0,0,0,0,0,0
431_WEST_ENGLEWOOD_AVENUE,0,0,2,0,0,0,0,1,0,0,0,0
432_WEST_58TH_STREET,1,0,1,0,0,0,0,1,0,0,0,0
432_WEST_59TH_STREET,0,1,1,0,0,0,0,0,0,1,0,0
432_WEST_61ST_PLACE,1,0,1,0,0,0,0,1,0,0,0,0
433_WEST_GARFIELD_BOULEVARD,0,0,1,0,0,0,0,0,0,0,0,0
434_WEST_57TH_STREET,0,0,2,0,0,0,0,0,0,0,0,0
434_WEST_59TH_STREET,0,1,1,0,0,0,0,0,0,1,0,0
435_WEST_57TH_PLACE,0,0,2,0,0,0,0,0,0,0,0,0
435_WEST_62ND_STREET,2,0,0,0,0,0,0,0,0,0,0,0
436_WEST_61ST_PLACE,1,1,0,0,0,0,0,0,0,0,0,0
437_WEST_56TH_PLACE,0,0,1,1,0,2,0,0,0,0,0,0
437_WEST_56TH_STREET,0,0,1,1,0,2,0,0,0,0,0,0
437_WEST_57TH_STREET,0,0,2,0,0,0,0,0,0,0,0,0
437_WEST_60TH_STREET,0,0,1,0,0,0,0,0,0,0,0,0
439_WEST_61ST_PLACE,0,1,1,0,0,0,0,1,0,0,0,0
439_WEST_61ST_STREET,2,0,0,0,0,0,0,0,0,0,0,0
440_WEST_58TH_STREET,0,0,1,0,0,0,0,0,0,0,0,0
440_WEST_61ST_PLACE,0,1,1,0,0,0,0,1,0,0,0,0
440_WEST_NORMAL_PARKWAY,1,0,0,0,0,0,0,0,0,0,0,0
441_WEST_61ST_STREET,2,0,0,0,0,0,0,0,0,0,0,0
442_WEST_58TH_STREET,1,0,1,0,0,0,0,0,0,0,0,0
442_WEST_MARQUETTE_ROAD,0,0,0,0,0,1,0,0,0,0,0,0
443_WEST_61ST_PLACE,0,0,2,0,0,0,0,0,0,0,0,0
443_WEST_61ST_STREET,2,0,0,0,0,0,0,0,0,0,0,0
443_WEST_62ND_STREET,2,0,0,0,0,0,0,0,0,0,0,0
443_WEST_63RD_STREET,0,0,2,0,0,0,0,1,0,0,0,0
443_WEST_MARQUETTE_ROAD,0,0,0,0,0,1,0,0,0,0,0,0
444_WEST_57TH_PLACE,1,3,0,1,1,0,0,0,0,0,0,0
444_WEST_61ST_PLACE,0,0,2,0,0,0,0,0,0,0,0,0
444_WEST_ENGLEWOOD_AVENUE,0,0,0,0,0,0,0,1,0,0,0,0
445_WEST_ENGLEWOOD_AVENUE,0,0,0,0,0,0,0,1,0,0,0,0
446_WEST_62ND_STREET,2,0,0,0,0,0,0,0,0,0,0,0
447_WEST_60TH_STREET,0,0,1,0,0,0,0,0,0,0,0,0
447_WEST_62ND_STREET,2,0,0,0,0,0,0,0,0,0,0,0
447_WEST_74TH_STREET,1,0,1,0,0,0,1,0,0,0,0,0
448_WEST_62ND_STREET,2,0,0,0,0,0,0,0,0,0,0,0
449_WEST_61ST_PLACE,0,0,1,1,0,0,0,0,0,0,1,0
449_WEST_63RD_STREET,0,0,2,0,0,0,0,1,0,0,0,0
449_WEST_ENGLEWOOD_AVENUE,0,0,0,0,0,0,0,1,0,0,0,0
44_WEST_61ST_STREET,1,0,0,0,0,0,0,0,0,0,0,0
450_WEST_60TH_PLACE,1,0,1,0,0,0,0,0,0,0,0,0
451_WEST_61ST_PLACE,0,1,1,0,0,0,0,0,0,0,0,0
451_WEST_62ND_STREET,2,0,0,0,0,0,0,0,0,0,0,0
451_WEST_63RD_STREET,0,0,2,0,0,0,0,1,0,0,0,0
451_WEST_70TH_STREET,1,0,1,1,0,0,0,1,0,0,0,0
452_WEST_60TH_STREET,0,0,1,0,0,0,0,0,0,0,0,0
452_WEST_63RD_STREET,0,0,2,0,0,0,0,1,0,0,0,0
452_WEST_ENGLEWOOD_AVENUE,1,0,1,0,0,0,0,0,0,0,0,0
453_WEST_63RD_STREET,0,0,2,0,0,0,0,1,0,0,0,0
453_WEST_70TH_STREET,1,0,1,1,0,0,0,1,0,0,0,0
453_WEST_ENGLEWOOD_AVENUE,1,0,1,0,0,0,0,0,0,0,0,0
454_WEST_60TH_STREET,0,0,1,0,0,0,0,0,0,0,0,0
455_WEST_60TH_STREET,0,0,1,0,0,0,0,0,0,0,0,0
456_WEST_NORMAL_PARKWAY,0,0,0,0,0,0,0,1,0,0,0,0
459_WEST_62ND_STREET,2,0,0,0,0,0,0,0,0,0,0,0
45_WEST_74TH_STREET,1,0,2,0,0,0,0,0,0,0,0,0
46_WEST_61ST_STREET,1,0,0,0,0,0,0,0,0,0,0,0
47_WEST_74TH_STREET,0,0,1,0,1,1,0,0,0,0,0,0
500_WEST_ENGLEWOOD_AVENUE,0,0,2,1,0,0,0,0,0,0,0,0
501_WEST_60TH_PLACE,0,0,0,1,0,0,0,0,0,0,0,0
501_WEST_65TH_PLACE,0,0,0,1,0,0,0,0,0,0,0,0
503_WEST_60TH_PLACE,0,0,0,1,0,0,0,0,0,0,0,0
503_WEST_65TH_PLACE,0,0,1,0,0,0,0,0,0,0,0,0
503_WEST_65TH_STREET,0,0,0,0,0,1,0,0,0,0,0,0
505_WEST_58TH_STREET,1,0,2,0,0,0,0,0,0,0,0,0
505_WEST_60TH_PLACE,0,0,0,1,0,0,0,0,0,0,0,0
505_WEST_62ND_STREET,0,1,0,1,0,0,0,0,0,0,0,0
505_WEST_65TH_PLACE,0,0,1,0,0,0,0,0,0,0,0,0
506_WEST_56TH_STREET,2,0,0,0,0,0,0,0,0,0,0,0
506_WEST_61ST_PLACE,0,0,0,0,0,0,0,1,0,0,0,0
506_WEST_ENGLEWOOD_AVENUE,1,0,1,0,0,0,0,0,0,0,0,0
507_WEST_58TH_STREET,1,0,2,0,0,0,0,0,0,0,0,0
507_WEST_62ND_STREET,2,0,1,0,0,0,0,0,0,0,0,0
507_WEST_ENGLEWOOD_AVENUE,1,0,1,0,0,0,0,0,0,0,0,0
508_WEST_61ST_PLACE,1,0,0,0,0,0,0,0,0,0,0,0
508_WEST_62ND_STREET,1,1,0,0,0,0,0,0,0,0,0,0
508_WEST_ENGLEWOOD_AVENUE,1,0,0,0,0,1,0,0,0,0,0,0
509_WEST_58TH_STREET,1,0,2,0,0,0,0,0,0,0,0,0
509_WEST_61ST_PLACE,1,0,0,0,0,0,0,0,0,0,0,0
509_WEST_64TH_STREET,2,0,1,0,0,0,0,1,0,0,0,0
509_WEST_ENGLEWOOD_AVENUE,1,0,1,0,0,0,0,0,0,0,0,0
50_WEST_60TH_STREET,0,0,2,1,0,0,0,0,0,0,0,0
50_WEST_75TH_STREET,2,0,0,0,0,1,0,1,0,0,0,0
510_WEST_59TH_STREET,1,0,2,0,0,0,0,0,0,0,0,0
510_WEST_61ST_PLACE,1,0,0,0,0,0,0,0,0,0,0,0
511_WEST_58TH_STREET,1,0,2,0,0,0,0,0,0,0,0,0
511_WEST_62ND_STREET,1,0,0,0,0,0,0,0,0,0,0,0
511_WEST_ENGLEWOOD_AVENUE,1,0,0,0,0,1,0,0,0,0,0,0
512_WEST_57TH_STREET,1,0,1,0,0,0,0,0,0,0,0,0
512_WEST_63RD_STREET,0,0,1,0,0,0,0,0,0,0,0,0
512_WEST_65TH_PLACE,0,0,1,0,0,0,0,0,0,0,0,0
513_WEST_57TH_STREET,1,0,1,0,0,0,0,0,0,0,0,0
513_WEST_61ST_PLACE,1,0,0,0,0,0,0,1,0,0,0,0
513_WEST_62ND_STREET,0,0,1,0,0,0,0,0,0,0,0,0
514_WEST_61ST_PLACE,2,0,0,0,0,1,0,0,0,0,0,0
514_WEST_66TH_STREET,2,0,0,0,0,1,0,0,0,0,0,0
514_WEST_71ST_STREET,0,1,1,0,0,0,0,0,0,0,0,0
515_WEST_57TH_STREET,1,0,1,0,0,0,0,0,0,0,0,0
515_WEST_59TH_STREET,0,0,0,0,0,0,0,1,0,0,1,1
515_WEST_62ND_STREET,2,0,1,0,0,0,0,0,0,0,0,0
515_WEST_TREMONT_STREET,1,0,1,0,0,0,0,0,0,0,0,0
516_WEST_62ND_STREET,2,0,1,0,0,0,0,0,0,0,0,0
516_WEST_66TH_STREET,1,0,1,0,0,0,0,0,0,0,0,0
516_WEST_71ST_STREET,0,1,1,0,0,0,0,0,0,0,0,0
517_WEST_ENGLEWOOD_AVENUE,1,0,0,0,0,0,0,0,0,0,0,0
518_WEST_57TH_PLACE,1,0,1,0,0,0,0,0,0,0,0,0
518_WEST_66TH_PLACE,0,0,0,0,0,0,0,1,0,0,0,0
518_WEST_66TH_STREET,0,0,1,0,0,1,0,0,0,0,0,0
518_WEST_71ST_STREET,0,1,1,0,0,0,0,0,0,0,0,0
519_WEST_57TH_STREET,0,0,0,1,0,0,0,0,0,0,0,0
519_WEST_59TH_STREET,0,1,2,0,0,0,0,0,0,0,0,0
519_WEST_60TH_STREET,0,0,1,0,0,0,0,0,0,0,0,0
519_WEST_63RD_STREET,1,0,0,0,0,0,0,0,0,0,0,0
519_WEST_66TH_STREET,0,0,1,0,0,1,0,0,0,0,0,0
519_WEST_ENGLEWOOD_AVENUE,0,0,0,1,0,0,0,0,0,0,0,0
520_WEST_56TH_STREET,2,0,1,0,0,0,0,0,0,0,0,0
520_WEST_65TH_PLACE,0,0,1,0,0,0,0,0,0,0,0,0
520_WEST_66TH_PLACE,0,0,0,0,0,0,0,1,0,0,0,0
520_WEST_66TH_STREET,1,0,1,0,0,0,0,0,0,0,0,0
520_WEST_71ST_STREET,0,1,1,0,0,0,0,0,0,0,0,0
520_WEST_ENGLEWOOD_AVENUE,0,0,0,1,0,0,0,1,0,0,0,0
521_WEST_61ST_PLACE,0,0,0,0,0,0,0,2,0,0,0,0
522_WEST_56TH_STREET,2,0,1,0,0,0,0,0,0,0,0,0
522_WEST_66TH_STREET,1,0,1,0,0,0,0,0,0,0,0,0
522_WEST_71ST_STREET,0,1,1,0,0,0,0,0,0,0,0,0
523_WEST_61ST_STREET,2,0,0,0,0,0,0,0,0,0,0,0
523_WEST_65TH_PLACE,0,0,1,0,0,0,0,0,0,0,0,0
523_WEST_66TH_STREET,1,0,1,0,0,0,0,0,0,0,0,0
523_WEST_ENGLEWOOD_AVENUE,0,0,0,1,0,0,0,1,0,0,0,0
524_WEST_56TH_STREET,2,0,1,0,0,0,0,0,0,0,0,0
524_WEST_60TH_STREET,0,0,1,0,0,0,0,0,0,0,0,0
524_WEST_71ST_STREET,0,1,1,0,0,0,0,0,0,0,0,0
525_WEST_57TH_PLACE,0,0,1,0,0,0,0,0,0,0,0,0
526_WEST_66TH_STREET,1,0,1,0,0,0,0,0,0,0,0,0
526_WEST_ENGLEWOOD_AVENUE,1,0,1,0,0,0,0,0,0,0,0,0
527_WEST_57TH_STREET,0,0,1,0,0,0,0,0,0,0,0,0
527_WEST_ENGLEWOOD_AVENUE,1,0,1,0,0,0,0,0,0,0,0,0
528_WEST_56TH_STREET,2,0,1,0,0,0,0,0,0,0,0,0
528_WEST_58TH_STREET,1,0,0,0,0,1,1,1,0,0,0,0
529_WEST_62ND_STREET,2,0,1,0,0,0,0,0,0,0,0,0
530_WEST_56TH_STREET,2,0,1,0,0,0,0,0,0,0,0,0
530_WEST_58TH_STREET,2,0,1,0,0,0,0,0,0,0,0,0
530_WEST_60TH_PLACE,1,0,0,0,0,0,0,0,0,0,0,0
530_WEST_65TH_PLACE,1,0,0,0,0,0,0,0,0,0,0,0
530_WEST_ENGLEWOOD_AVENUE,1,0,0,0,0,0,0,0,0,0,0,0
531_WEST_60TH_STREET,0,0,1,0,0,0,0,0,0,0,0,0
532_WEST_ENGLEWOOD_AVENUE,1,0,0,0,0,0,0,0,0,0,0,0
533_WEST_61ST_PLACE,2,0,0,0,0,0,0,0,0,0,0,0
533_WEST_61ST_STREET,0,0,0,0,0,0,0,1,0,0,0,0
533_WEST_66TH_STREET,1,0,1,0,0,0,0,0,0,0,0,0
534_WEST_58TH_STREET,2,0,1,0,0,0,0,0,0,0,0,0
535_WEST_57TH_PLACE,1,0,0,0,0,0,0,0,0,0,0,0
535_WEST_60TH_STREET,0,0,1,0,0,0,0,0,0,0,0,0
535_WEST_66TH_STREET,1,0,1,0,0,0,0,0,0,0,0,0
536_WEST_56TH_STREET,1,0,1,1,0,0,0,0,0,0,0,0
536_WEST_57TH_PLACE,2,0,0,0,0,0,0,0,0,0,0,0
536_WEST_60TH_STREET,0,0,1,0,0,0,0,0,0,0,0,0
536_WEST_61ST_PLACE,3,0,0,0,0,0,0,0,1,0,0,0
537_WEST_56TH_STREET,2,0,1,0,0,0,0,0,0,0,0,0
537_WEST_61ST_PLACE,3,0,0,0,0,0,0,0,1,0,0,0
538_WEST_65TH_PLACE,1,1,0,0,0,1,0,0,0,0,0,0
538_WEST_ENGLEWOOD_AVENUE,0,0,1,0,0,0,0,0,0,0,0,0
539_WEST_57TH_PLACE,2,0,0,0,0,0,0,0,0,0,0,0
539_WEST_60TH_PLACE,0,0,1,0,0,0,0,0,0,0,0,0
539_WEST_61ST_PLACE,0,0,0,1,0,0,0,1,0,0,0,0
540_WEST_57TH_PLACE,1,0,0,0,0,0,0,0,0,0,0,0
540_WEST_57TH_STREET,1,0,0,0,0,0,0,0,0,0,0,0
540_WEST_58TH_STREET,1,1,1,0,0,0,0,0,0,0,0,0
541_WEST_57TH_PLACE,1,0,0,0,0,0,0,0,0,0,0,0
541_WEST_66TH_STREET,1,0,1,0,0,0,0,0,0,0,0,0
542_WEST_57TH_STREET,1,0,0,0,0,0,0,0,0,0,0,0
543_WEST_56TH_STREET,1,0,0,1,0,0,0,0,0,0,0,0
543_WEST_66TH_STREET,1,0,1,0,0,0,0,0,0,0,0,0
544_WEST_57TH_STREET,1,0,0,0,0,0,0,0,0,0,0,0
545_WEST_56TH_STREET,1,0,0,1,0,0,0,0,0,0,0,0
545_WEST_63RD_STREET,0,0,2,0,0,0,0,1,0,0,0,0
545_WEST_66TH_STREET,1,0,1,0,0,0,0,0,0,0,0,0
545_WEST_74TH_STREET,1,0,1,0,0,0,1,0,0,0,0,0
545_WEST_GARFIELD_BOULEVARD,2,0,0,0,0,0,0,1,0,0,0,0
547_WEST_56TH_STREET,1,0,0,1,0,0,0,0,0,0,0,0
547_WEST_74TH_STREET,1,0,1,0,0,0,1,0,0,0,0,0
548_WEST_62ND_STREET,0,0,1,0,0,0,0,0,0,0,0,0
549_WEST_74TH_STREET,1,0,1,0,0,0,1,0,0,0,0,0
5501_SOUTH_HALSTED_STREET,0,0,1,1,0,0,0,0,0,0,0,0
5502_SOUTH_UNION_AVENUE,1,0,0,0,0,0,0,0,0,0,0,0
5504_SOUTH_UNION_AVENUE,1,0,0,0,0,0,0,0,0,0,0,0
5507_SOUTH_MAY_STREET,1,1,0,1,1,0,0,0,0,0,0,0
5508_SOUTH_STATE_STREET,1,0,0,0,0,0,0,0,0,0,0,0
5509_SOUTH_CARPENTER_STREET,0,0,0,0,0,2,0,0,0,0,0,0
5511_SOUTH_CARPENTER_STREET,0,0,0,0,0,2,0,0,0,0,0,0
5514_SOUTH_PRINCETON_AVENUE,1,0,1,0,0,0,0,0,0,0,0,0
5514_SOUTH_UNION_AVENUE,0,0,1,0,0,0,0,0,0,0,0,0
5515_SOUTH_EMERALD_AVENUE,0,0,0,1,0,0,0,0,0,0,0,0
5515_SOUTH_PRINCETON_AVENUE,1,0,1,0,0,0,0,0,0,0,0,0
5516_SOUTH_PERRY_AVENUE,0,0,1,0,0,0,0,0,0,0,0,0
5516_SOUTH_PRINCETON_AVENUE,1,0,1,0,0,0,0,0,0,0,0,0
5516_SOUTH_STATE_STREET,0,0,1,0,0,0,1,0,0,0,0,0
5517_SOUTH_GREEN_STREET,0,0,1,0,0,1,0,0,0,0,0,0
5517_SOUTH_PERRY_AVENUE,0,0,1,0,0,0,0,0,0,0,0,0
5517_SOUTH_UNION_AVENUE,0,0,1,0,0,0,0,0,0,0,0,0
5518_SOUTH_PERRY_AVENUE,0,0,1,0,0,0,0,0,0,0,0,0
5518_SOUTH_STATE_STREET,0,0,1,0,0,0,0,0,0,0,0,0
5519_SOUTH_GREEN_STREET,0,0,1,0,0,1,0,0,0,0,0,0
5519_SOUTH_PRINCETON_AVENUE,0,0,0,0,0,0,0,1,0,0,0,0
5519_SOUTH_UNION_AVENUE,0,0,1,0,0,0,0,0,0,0,0,0
5520_SOUTH_GREEN_STREET,0,0,1,0,0,1,0,0,0,0,0,0
5520_SOUTH_PRINCETON_AVENUE,0,0,0,0,0,0,0,1,0,0,0,0
5521_SOUTH_ABERDEEN_STREET,1,0,0,0,0,1,0,0,0,0,0,0
5521_SOUTH_PRINCETON_AVENUE,1,0,1,0,0,0,0,0,0,0,0,0
5522_SOUTH_GREEN_STREET,0,0,1,1,0,0,0,1,0,0,0,0
5522_SOUTH_MORGAN_STREET,0,0,0,1,0,0,0,0,0,0,0,0
5522_SOUTH_PRINCETON_AVENUE,0,0,0,0,0,0,0,1,0,0,0,0
5522_SOUTH_STATE_STREET,0,0,0,0,0,1,0,0,0,0,0,0
5523_SOUTH_SHIELDS_AVENUE,1,0,0,0,0,0,0,1,0,0,0,0
5524_SOUTH_CARPENTER_STREET,0,0,0,1,0,0,0,0,0,0,0,0
5524_SOUTH_MORGAN_STREET,1,0,0,0,0,0,0,0,0,0,0,0
5525_SOUTH_GREEN_STREET,0,0,1,0,0,0,0,0,0,0,0,0
5525_SOUTH_LA_SALLE_STREET,2,0,1,0,0,0,0,0,0,0,0,0
5525_SOUTH_PEORIA_STREET,1,0,1,0,0,0,0,0,0,0,0,0
5525_SOUTH_PRINCETON_AVENUE,1,0,0,1,0,0,0,0,0,0,0,0
5526_SOUTH_CARPENTER_STREET,0,0,0,1,0,0,0,0,0,0,0,0
5526_SOUTH_LA_SALLE_STREET,2,0,1,0,0,0,0,0,0,0,0,0
5527_SOUTH_CARPENTER_STREET,0,0,0,1,0,0,0,0,0,0,0,0
5527_SOUTH_GREEN_STREET,1,1,0,1,0,0,0,0,0,0,0,0
5527_SOUTH_MAY_STREET,2,0,0,0,0,0,0,0,0,0,0,0
5527_SOUTH_PEORIA_STREET,1,0,1,0,0,0,0,0,0,0,0,0
5528_SOUTH_CARPENTER_STREET,1,0,0,1,0,0,0,0,0,0,0,0
5529_SOUTH_CARPENTER_STREET,1,0,0,1,0,0,0,0,0,0,0,0
5529_SOUTH_GREEN_STREET,1,1,0,1,0,0,0,0,0,0,0,0
5529_SOUTH_LA_SALLE_STREET,3,0,0,0,0,0,0,0,0,0,0,0
5529_SOUTH_PEORIA_STREET,0,0,0,0,0,0,0,1,0,0,0,0
5529_SOUTH_UNION_AVENUE,0,0,1,0,0,0,0,0,0,0,0,0
552_WEST_61ST_PLACE,0,0,0,0,0,1,0,0,0,0,0,0
5530_SOUTH_ABERDEEN_STREET,1,2,0,0,0,0,0,0,0,0,0,0
5530_SOUTH_EMERALD_AVENUE,0,0,2,1,0,0,0,0,0,0,0,0
5530_SOUTH_GREEN_STREET,1,1,0,1,0,0,0,0,0,0,0,0
5530_SOUTH_LA_SALLE_STREET,0,0,0,0,0,1,1,0,0,0,0,0
5530_SOUTH_MAY_STREET,1,0,0,0,0,0,0,0,0,0,0,0
5530_SOUTH_PEORIA_STREET,0,0,1,0,0,0,0,0,0,0,0,0
5530_SOUTH_PRINCETON_AVENUE,1,0,0,1,0,0,0,0,0,0,0,0
5531_SOUTH_CARPENTER_STREET,1,0,0,1,0,0,0,0,0,0,0,0
5531_SOUTH_LA_SALLE_STREET,3,0,0,0,0,0,0,0,0,0,0,0
5531_SOUTH_MAY_STREET,1,0,0,0,0,0,0,0,0,0,0,0
5531_SOUTH_PEORIA_STREET,0,0,1,0,0,0,0,0,0,0,0,0
5531_SOUTH_PRINCETON_AVENUE,0,0,1,0,0,0,0,1,0,0,0,0
5532_SOUTH_CARPENTER_STREET,0,0,1,0,0,1,1,0,0,0,0,0
5532_SOUTH_GREEN_STREET,2,3,0,0,0,0,0,1,0,0,0,0
5532_SOUTH_LA_SALLE_STREET,3,0,0,0,0,0,0,0,0,0,0,0
5532_SOUTH_LOWE_AVENUE,1,0,0,0,0,0,0,0,0,0,0,0
5532_SOUTH_STATE_STREET,0,0,1,0,0,0,0,0,0,0,0,0
5533_SOUTH_ABERDEEN_STREET,1,2,0,0,0,0,0,0,0,0,0,0
5533_SOUTH_GREEN_STREET,2,3,0,0,0,0,0,1,0,0,0,0
5533_SOUTH_PEORIA_STREET,0,0,0,0,0,0,0,1,0,0,0,0
5533_SOUTH_PRINCETON_AVENUE,1,0,0,0,0,0,0,0,0,0,0,0
5534_SOUTH_GREEN_STREET,3,1,0,0,0,0,0,0,0,0,0,0
5534_SOUTH_LOWE_AVENUE,1,0,0,0,0,0,0,0,0,0,0,0
5534_SOUTH_MAY_STREET,0,0,1,0,0,0,0,0,0,0,0,0
5534_SOUTH_PEORIA_STREET,0,0,0,0,0,0,0,1,0,0,0,0
5534_SOUTH_WELLS_STREET,0,0,0,1,0,0,0,0,0,0,0,0
